                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     93,                 1.0671,                 2.0658,                 1.2614,                 1.2969,                0.35661,                  0.236,                0.18728,                0.08059,                0.38317,                   0.24,                0.17282,                0.06956,                 2.1357,                 4.1781,                 2.9847,                 2.0936,              0.0013928,              0.0013928,              0.0013928
                     94,                 1.1066,                 2.2238,                 1.3929,                 1.3775,                0.40562,                   0.28,                0.22298,                0.09332,                0.41887,                  0.272,                0.20579,                0.08561,                 1.9737,                 4.0967,                 2.7331,                  1.963,              0.0013862,              0.0013862,              0.0013862
                     95,                  1.068,                 2.0823,                 1.3021,                 1.3019,                0.36222,                   0.34,                0.24339,                0.10946,                0.43348,                  0.296,                0.22922,                 0.1009,                 2.0093,                 4.0347,                 2.7023,                 1.9968,              0.0013796,              0.0013796,              0.0013796
                     96,                0.95111,                 1.6744,                 1.1557,                 1.1983,                 0.4384,                  0.276,                0.22885,                0.10253,                  0.417,                  0.256,                0.20234,                0.08735,                 1.9601,                 4.0678,                 3.1123,                 1.9948,               0.001373,               0.001373,               0.001373
                     97,                0.90537,                  2.044,                  1.106,                 1.2225,                0.34954,                  0.252,                0.19896,                0.08698,                0.33967,                  0.232,                0.18201,                0.07524,                 2.0018,                 4.0359,                 3.2286,                 2.0299,              0.0013664,              0.0013664,              0.0013664
                     98,                0.97433,                 1.9511,                 1.1769,                 1.2559,                0.27787,                  0.204,                0.13162,                0.05883,                0.43296,                  0.144,                0.11667,                 0.0487,                  2.048,                 4.1503,                 3.7408,                 2.0413,              0.0013598,              0.0013598,              0.0013598
                     99,                0.87634,                 1.9244,                 1.1835,                 1.1924,                0.43184,                   0.18,                0.14432,                0.06071,                0.42622,                0.16641,                0.13218,                0.05164,                 2.0734,                 4.0666,                 3.7652,                 2.0643,              0.0013532,              0.0013532,              0.0013532
                    100,                0.97038,                 1.8573,                 1.0902,                 1.1961,                0.46288,                  0.244,                0.20681,                0.09525,                0.44819,                  0.244,                0.21046,                0.09031,                 2.0039,                 3.5335,                 3.0147,                 2.0182,              0.0013466,              0.0013466,              0.0013466
                    101,                0.91272,                 1.8736,                 1.1359,                 1.1766,                0.54661,                  0.264,                0.23975,                0.11631,                0.52006,                 0.2384,                0.22711,                0.10634,                 1.9883,                 3.7021,                 3.0511,                 1.9954,                0.00134,                0.00134,                0.00134
                    102,                 0.9794,                 1.8865,                 1.1338,                 1.2698,                0.40479,                  0.236,                0.17815,                0.08286,                 0.3912,                   0.22,                0.15929,                0.07266,                 2.1105,                 4.1576,                 3.6138,                 2.1499,              0.0013334,              0.0013334,              0.0013334
                    103,                0.90299,                 2.0968,                 1.1519,                 1.2294,                0.38114,                  0.212,                0.15499,                0.06388,                0.34044,                0.18376,                0.12579,                0.05485,                 2.1244,                 4.3219,                 3.6385,                 2.2184,              0.0013268,              0.0013268,              0.0013268
                    104,                0.97466,                 2.0473,                 1.1574,                 1.2457,                0.41102,                  0.276,                0.22244,                0.08694,                0.37813,                  0.256,                  0.192,                0.08174,                 2.1431,                 4.0202,                 3.2921,                 2.1674,              0.0013202,              0.0013202,              0.0013202
                    105,                0.95036,                 1.7786,                 1.0465,                 1.2004,                0.54549,                  0.248,                0.23025,                0.09191,                0.50319,                  0.228,                0.19819,                0.08864,                 2.1166,                 3.8411,                 3.2871,                 2.1049,              0.0013136,              0.0013136,              0.0013136
                    106,                0.92722,                 1.8319,                 1.1101,                 1.2354,                0.46726,                  0.224,                0.19436,                0.08642,                0.43267,                  0.208,                0.18552,                0.08816,                 2.0173,                 3.8227,                 3.3086,                 2.0125,               0.001307,               0.001307,               0.001307
                    107,                0.99162,                 1.7693,                 1.1263,                 1.2519,                0.46884,                   0.16,                0.13542,                0.05762,                0.46296,                  0.148,                0.12192,                0.05626,                 2.0732,                 4.3876,                 3.7891,                 2.0457,              0.0013004,              0.0013004,              0.0013004
                    108,                0.91265,                 2.1088,                 1.0962,                 1.1986,                0.46927,                  0.176,                 0.1536,                0.06798,                0.39664,                  0.152,                 0.1329,                0.06368,                 2.1122,                 4.5523,                 3.8831,                 2.0723,              0.0012938,              0.0012938,              0.0012938
                    109,                 1.0776,                 2.0737,                 1.2394,                 1.3105,                0.47064,                   0.24,                0.19894,                0.08609,                0.43715,                0.20815,                0.17935,                0.08537,                 2.0181,                 4.1886,                 3.6396,                 2.0137,              0.0012872,              0.0012872,              0.0012872
                    110,                 1.0013,                 1.9236,                 1.2123,                 1.2358,                0.41781,                  0.232,                0.20119,                0.07198,                0.34624,                  0.216,                0.17249,                0.06735,                 2.2533,                  4.087,                  3.655,                 2.2365,              0.0012806,              0.0012806,              0.0012806
                    111,                0.96019,                 1.8654,                 1.0763,                 1.2423,                0.45328,                  0.192,                0.17551,                0.06584,                0.49695,                  0.164,                0.16004,                0.06129,                 2.2682,                 4.1379,                 3.8314,                   2.28,               0.001274,               0.001274,               0.001274
                    112,                0.98485,                 1.7588,                 1.0899,                 1.2135,                0.34876,                0.20993,                 0.1832,                0.07246,                0.46021,                  0.172,                0.16706,                0.06703,                 2.2519,                 4.0053,                 3.2903,                 2.2012,              0.0012674,              0.0012674,              0.0012674
                    113,                 1.0322,                 1.9137,                 1.1669,                 1.2738,                0.50633,                  0.212,                0.19962,                0.07884,                0.47416,                  0.192,                0.17422,                0.07397,                   2.12,                 3.9991,                 2.9479,                 2.0191,              0.0012608,              0.0012608,              0.0012608
                    114,                 1.0102,                 2.0337,                 1.1381,                 1.2664,                0.36819,                0.25175,                 0.2025,                0.08521,                0.36176,                  0.232,                0.18097,                0.07602,                  2.031,                 4.2955,                 3.0444,                 1.9607,              0.0012542,              0.0012542,              0.0012542
                    115,                0.91801,                 1.7076,                 1.0366,                 1.1774,                0.32599,                  0.248,                0.19488,                0.08252,                0.30273,                0.23098,                0.16972,                0.07204,                 2.0795,                 4.5108,                 3.2335,                 2.0425,              0.0012476,              0.0012476,              0.0012476
                    116,                 0.9794,                 1.7302,                 1.0333,                 1.2035,                0.48547,                  0.268,                0.25326,                0.11082,                0.49029,                  0.248,                0.24036,                0.09808,                 1.9966,                 4.4241,                 2.8854,                 1.9463,               0.001241,               0.001241,               0.001241
                    117,                0.89523,                 1.8318,                 1.0256,                  1.218,                0.53491,                  0.248,                0.26198,                0.12274,                0.37967,                 0.2791,                0.24631,                0.11006,                 1.9881,                 4.1644,                 2.7903,                  1.947,              0.0012344,              0.0012344,              0.0012344
                    118,                0.82116,                 1.7659,                0.99597,                 1.1723,                0.32973,                  0.248,                0.18188,                0.07848,                0.32414,                0.23021,                0.17176,                 0.0723,                 2.2883,                 4.1506,                 3.3948,                 2.2273,              0.0012278,              0.0012278,              0.0012278
                    119,                0.88602,                 1.7324,                0.96969,                 1.1801,                0.25952,                  0.248,                0.16014,                0.07147,                0.39319,                  0.188,                0.15622,                0.06441,                 2.3171,                   4.28,                 3.5841,                 2.2615,              0.0012212,              0.0012212,              0.0012212
                    120,                0.98502,                 1.9656,                 1.1919,                 1.3105,                0.34037,                  0.312,                0.22273,                0.09963,                0.41126,                  0.252,                0.20371,                 0.0883,                 2.1405,                 4.1551,                  2.911,                 2.1222,              0.0012146,              0.0012146,              0.0012146
                    121,                0.99096,                 2.0059,                 1.1791,                 1.2547,                0.41572,                  0.312,                0.27945,                0.12535,                0.36254,                  0.296,                0.24172,                0.11003,                 2.0517,                 4.0853,                 2.6959,                 2.0147,               0.001208,               0.001208,               0.001208
                    122,                0.96604,                 1.9198,                 1.0782,                 1.2422,                0.48769,                   0.32,                0.28301,                0.12713,                 0.4694,                  0.308,                0.25637,                0.11592,                 1.9711,                 3.8822,                  2.577,                 1.9197,              0.0012014,              0.0012014,              0.0012014
                    123,                  0.964,                 1.7949,                 1.1268,                 1.2405,                0.40299,                   0.36,                0.28332,                0.12776,                0.49269,                   0.28,                0.25848,                0.12017,                 2.0143,                 3.7909,                 2.6112,                  1.957,              0.0011948,              0.0011948,              0.0011948
                    124,                0.91584,                 1.7311,                 1.0297,                 1.1988,                0.46452,                  0.344,                0.29365,                0.13332,                0.44942,                   0.32,                0.25472,                0.12136,                 1.9288,                 3.7794,                 2.7843,                 1.9248,              0.0011882,              0.0011882,              0.0011882
                    125,                0.83359,                 1.5985,                0.91483,                 1.1551,                0.46849,                   0.34,                0.30155,                0.13662,                0.44473,                  0.308,                0.25833,                0.11733,                 1.9632,                 3.8386,                 2.7329,                 1.9504,              0.0011816,              0.0011816,              0.0011816
                    126,                0.88243,                 1.7006,                0.99122,                 1.1822,                0.39027,                  0.316,                0.23355,                0.11792,                0.40316,                  0.316,                0.23227,                0.11252,                 2.0204,                 3.8409,                 2.7753,                 2.0267,               0.001175,               0.001175,               0.001175
                    127,                0.94249,                 1.8365,                0.97448,                 1.1709,                0.35395,                  0.308,                0.20649,                 0.1026,                0.36774,                   0.32,                0.21883,                0.09804,                 2.0464,                   3.86,                 2.7575,                 2.0596,              0.0011684,              0.0011684,              0.0011684
                    128,                 0.8945,                 1.6421,                0.98465,                 1.1974,                0.33671,                  0.284,                0.18895,                0.08565,                0.33549,                  0.244,                0.17148,                 0.0782,                 2.0587,                 3.9623,                 3.0284,                 2.0819,              0.0011618,              0.0011618,              0.0011618
                    129,                 0.8801,                 1.6844,                   1.06,                 1.1814,                0.39144,                  0.256,                0.19827,                0.09222,                0.34845,                  0.264,                 0.1875,                0.08535,                 2.0517,                 3.8603,                 3.0545,                 2.1178,              0.0011552,              0.0011552,              0.0011552
                    130,                 0.9657,                 1.9884,                 1.0848,                 1.2622,                0.40963,                  0.232,                0.18089,                0.08667,                 0.3915,                  0.236,                0.17187,                0.08047,                 2.0041,                 3.9413,                 3.3466,                 2.1006,              0.0011486,              0.0011486,              0.0011486
                    131,                0.82668,                 1.6808,                0.93617,                 1.1754,                0.44628,                  0.208,                0.16156,                0.08149,                0.46096,                  0.204,                0.15539,                0.07086,                 2.0152,                 4.0609,                 3.7187,                 2.1124,               0.001142,               0.001142,               0.001142
                    132,                0.84128,                 1.6612,                0.93396,                 1.1684,                0.33506,                  0.264,                0.20045,                0.10203,                0.50001,                    0.2,                0.19027,                0.08944,                 1.9358,                 3.7283,                 3.2658,                 1.9887,              0.0011354,              0.0011354,              0.0011354
                    133,                0.82505,                 1.7496,                0.98715,                 1.1623,                0.36002,                  0.248,                0.18958,                0.09615,                0.40887,                    0.2,                0.16971,                  0.082,                 1.9061,                 4.0511,                  3.534,                  1.968,              0.0011288,              0.0011288,              0.0011288
                    134,                0.85742,                 1.7037,                0.91801,                 1.1343,                 0.3461,                  0.224,                0.17995,                0.09145,                0.39098,                  0.204,                0.16655,                0.08561,                 1.9324,                 4.6236,                 3.7364,                  2.017,              0.0011222,              0.0011222,              0.0011222
                    135,                 0.8423,                 1.6021,                0.99345,                 1.1351,                0.48012,                  0.224,                0.20541,                0.10397,                0.47028,                   0.22,                0.19117,                0.09686,                  1.929,                 4.1503,                 3.4725,                 1.9788,              0.0011156,              0.0011156,              0.0011156
                    136,                0.85152,                 1.8121,                0.94831,                 1.1398,                 0.4202,                  0.272,                0.23723,                0.11821,                0.48491,                   0.24,                0.22159,                0.11377,                 1.9594,                 3.5458,                  3.355,                 1.9608,               0.001109,               0.001109,               0.001109
                    137,                0.82005,                 1.5826,                0.95379,                 1.1221,                0.42949,                   0.24,                 0.1885,                0.08845,                 0.4211,                  0.232,                0.17348,                0.08653,                 2.0833,                 3.6202,                 3.6955,                 2.0474,              0.0011024,              0.0011024,              0.0011024
                    138,                0.84152,                 1.6673,                0.93463,                 1.1322,                0.38603,                  0.204,                0.16666,                0.07376,                  0.375,                    0.2,                0.15864,                0.07303,                 2.1159,                  3.643,                 3.5857,                 2.0775,              0.0010958,              0.0010958,              0.0010958
                    139,                0.87141,                 1.8032,                 0.9461,                 1.1655,                0.45135,                  0.208,                0.17536,                0.07976,                0.47672,                   0.22,                0.17934,                0.07805,                 2.1343,                 3.7072,                  3.462,                 2.1242,              0.0010892,              0.0010892,              0.0010892
                    140,                0.92834,                 1.8717,                 1.0186,                 1.1907,                 0.4273,                0.24473,                0.20123,                0.08678,                0.53566,                  0.188,                0.16786,                0.07242,                 2.1021,                 4.3047,                 3.5433,                 2.1956,              0.0010826,              0.0010826,              0.0010826
                    141,                 0.7645,                 1.5634,                0.81489,                 1.0989,                0.39647,                0.27591,                0.21442,                0.09532,                0.41193,                  0.208,                0.18035,                0.08139,                 2.0693,                 4.3347,                 3.5762,                  2.186,               0.001076,               0.001076,               0.001076
                    142,                0.81807,                 1.7754,                0.88568,                 1.1562,                0.47555,                    0.3,                0.25001,                0.11619,                0.45191,                  0.284,                 0.2369,                0.10701,                 2.0162,                  4.149,                 3.0964,                 2.0823,              0.0010694,              0.0010694,              0.0010694
                    143,                0.78993,                 1.6482,                0.87407,                 1.1139,                0.40708,                  0.332,                0.26205,                0.11876,                0.42845,                0.29386,                0.24465,                0.11371,                 2.0748,                 4.0648,                 3.0773,                 2.1341,              0.0010628,              0.0010628,              0.0010628
                    144,                 0.7612,                 1.5153,                0.87619,                 1.1212,                0.45463,                  0.292,                0.24997,                0.12762,                0.46139,                  0.296,                0.24786,                0.11586,                  1.938,                 3.9341,                 3.1724,                 1.9824,              0.0010562,              0.0010562,              0.0010562
                    145,                0.76854,                 1.5523,                0.86088,                 1.1365,                0.39716,                0.27671,                0.22599,                0.11794,                0.42806,                 0.2904,                0.24009,                0.11076,                 1.9325,                 3.9475,                 3.1592,                 1.9871,              0.0010496,              0.0010496,              0.0010496
                    146,                0.79432,                 1.4856,                0.85448,                 1.1166,                 0.3681,                  0.256,                 0.2198,                0.11529,                0.49624,                  0.228,                0.21432,                0.10485,                 1.9369,                 3.9347,                 3.1544,                 1.9922,               0.001043,               0.001043,               0.001043
                    147,                 0.8241,                 1.6724,                0.86959,                 1.1201,                0.40301,                0.27004,                0.22891,                0.11983,                0.40244,                 0.2694,                0.22828,                0.10455,                 1.9373,                    3.9,                 2.9264,                 2.0055,              0.0010364,              0.0010364,              0.0010364
                    148,                0.82777,                 1.6229,                0.93641,                   1.17,                0.36547,                  0.296,                0.22779,                0.10899,                0.40559,                  0.268,                0.23461,                0.09862,                 1.9793,                 3.9773,                 2.8635,                 2.0534,              0.0010298,              0.0010298,              0.0010298
                    149,                0.80296,                 1.5955,                0.84689,                 1.1307,                0.28141,                    0.3,                0.19509,                0.09605,                0.39986,                  0.228,                0.20693,                 0.0857,                 2.0793,                 4.1147,                 3.1971,                 2.1591,              0.0010232,              0.0010232,              0.0010232
                    150,                0.90515,                 2.0064,                0.96454,                 1.1705,                0.33324,                  0.272,                0.19969,                0.08942,                0.36815,                  0.232,                0.18449,                0.07762,                 2.1202,                 4.2302,                 3.5149,                 2.1798,              0.0010166,              0.0010166,              0.0010166
                    151,                0.89053,                  1.902,                   1.05,                 1.1883,                0.32922,                  0.252,                0.18583,                0.09312,                0.41541,                0.21602,                0.18472,                0.08423,                 2.1413,                 4.2831,                 3.4349,                  2.187,                0.00101,                0.00101,                0.00101
                    152,                0.89112,                 1.6843,                0.98673,                 1.1303,                 0.5257,                  0.244,                0.24493,                0.11194,                0.49854,                  0.232,                0.21804,                0.09693,                 2.0303,                 4.1819,                 3.1724,                 2.0894,              0.0010034,              0.0010034,              0.0010034
                    153,                0.87387,                 1.6296,                 0.8677,                 1.1342,                0.38634,                0.29212,                0.24086,                0.10919,                0.38569,                   0.28,                0.21712,                0.09448,                 2.0193,                 4.0855,                 3.2289,                 2.0687,              0.0009968,              0.0009968,              0.0009968
                    154,                0.90012,                 1.7394,                0.94211,                 1.1683,                0.33745,                  0.324,                0.23395,                0.10763,                0.39552,                  0.284,                0.22014,                0.09909,                 1.9966,                  3.998,                  3.375,                 2.0814,              0.0009902,              0.0009902,              0.0009902
                    155,                0.76107,                 1.4759,                0.83016,                 1.0967,                0.36039,                0.29751,                0.21969,                0.10194,                0.41952,                  0.252,                0.20794,                0.09624,                 2.0253,                 3.9884,                 3.5246,                 2.0956,              0.0009836,              0.0009836,              0.0009836
                    156,                0.82099,                   1.67,                0.88715,                 1.1734,                0.44846,                  0.256,                0.21234,                0.09186,                0.43556,                  0.248,                0.19133,                0.08584,                 2.0612,                 4.1177,                 4.0782,                 2.1393,               0.000977,               0.000977,               0.000977
                    157,                0.81027,                 1.6418,                0.87107,                 1.1534,                0.48761,                  0.276,                0.23108,                0.09709,                0.44426,                  0.264,                0.19995,                0.08861,                 2.0311,                 4.0794,                 4.0315,                 2.1132,              0.0009704,              0.0009704,              0.0009704
                    158,                0.78847,                 1.5274,                0.89187,                 1.1254,                0.42354,                  0.304,                0.24615,                 0.1101,                 0.4081,                   0.28,                0.21287,                0.09814,                 2.0605,                  4.035,                 3.5431,                 2.1408,              0.0009638,              0.0009638,              0.0009638
                    159,                0.89011,                 1.7181,                0.97838,                 1.2544,                0.39099,                  0.344,                0.25458,                0.11395,                0.38427,                  0.288,                0.21681,                0.10029,                  2.066,                 4.1063,                 3.5417,                 2.1309,              0.0009572,              0.0009572,              0.0009572
                    160,                 0.8557,                 1.6369,                0.96985,                 1.1688,                0.41173,                  0.316,                0.24842,                0.10794,                0.46862,                   0.26,                0.21793,                0.09651,                 2.1042,                 4.2002,                 3.3681,                 2.1665,              0.0009506,              0.0009506,              0.0009506
                    161,                0.85349,                  1.831,                0.96167,                 1.1605,                 0.4963,                    0.3,                0.26898,                0.12017,                0.47317,                  0.288,                0.24024,                0.10478,                 2.0526,                 4.0794,                 3.1028,                 2.0832,               0.000944,               0.000944,               0.000944
                    162,                0.84371,                 1.5843,                0.87731,                 1.1717,                0.31751,                  0.336,                 0.2471,                0.10428,                0.27669,                  0.324,                0.23394,                0.09451,                 1.9926,                 3.9521,                  2.931,                 2.0088,              0.0009374,              0.0009374,              0.0009374
                    163,                0.81089,                 1.8157,                 0.9162,                 1.1453,                0.48519,                  0.236,                0.24801,                0.11293,                0.41305,                  0.252,                0.24514,                0.10438,                 1.9466,                 3.9245,                 2.8589,                 1.9866,              0.0009308,              0.0009308,              0.0009308
                    164,                0.79922,                 1.6462,                0.85184,                 1.1229,                0.34402,                  0.328,                0.26284,                 0.1259,                0.37372,                0.32224,                0.26593,                0.11882,                  2.002,                 3.7419,                 2.5161,                 2.0259,              0.0009242,              0.0009242,              0.0009242
                    165,                0.78147,                 1.6997,                0.86071,                 1.1261,                0.34875,                  0.332,                0.26406,                0.12574,                0.35825,                   0.34,                0.26363,                0.11553,                 1.9622,                 3.6961,                 2.4843,                 2.0191,              0.0009176,              0.0009176,              0.0009176
                    166,                0.76628,                 1.4994,                0.82376,                 1.0842,                0.44114,                  0.292,                0.26139,                0.12191,                0.55321,                  0.248,                0.26099,                0.11519,                 1.9188,                 3.8354,                 2.7794,                 1.9467,               0.000911,               0.000911,               0.000911
                    167,                0.74433,                 1.5342,                0.79553,                 1.1051,                0.34213,                  0.292,                0.24218,                0.11994,                0.48335,                  0.252,                0.24661,                0.11313,                 1.9063,                 3.7466,                 2.8653,                 1.9305,              0.0009044,              0.0009044,              0.0009044
                    168,                0.75664,                 1.5233,                0.82985,                 1.0854,                0.51083,                  0.224,                 0.2376,                0.11297,                0.53281,                  0.236,                0.23539,                0.10968,                 1.9363,                 3.6764,                 3.1581,                 1.9513,              0.0008978,              0.0008978,              0.0008978
                    169,                0.76684,                 1.5548,                0.81035,                 1.1139,                0.46279,                0.23088,                0.22534,                0.10372,                0.48593,                   0.24,                0.21462,                0.09977,                 1.9443,                 3.7172,                 3.2652,                  1.965,              0.0008912,              0.0008912,              0.0008912
                    170,                0.78821,                 1.6024,                0.81838,                 1.1205,                0.44947,                  0.216,                0.20408,                0.09596,                0.44947,                  0.216,                0.20152,                0.09519,                 1.9915,                 3.6953,                 3.3027,                 1.9822,              0.0008846,              0.0008846,              0.0008846
                    171,                0.66525,                 1.4194,                  0.766,                 1.0566,                0.39638,                 0.2653,                0.21055,                0.09998,                0.43309,                  0.248,                0.22011,                0.09976,                 2.0038,                 3.7773,                 3.3653,                 1.9929,               0.000878,               0.000878,               0.000878
                    172,                0.78196,                 1.6054,                0.80018,                 1.1178,                0.51749,                   0.26,                0.23107,                0.10101,                0.50244,                  0.244,                0.20675,                0.09106,                 1.9619,                 4.0728,                 3.4543,                 2.0261,              0.0008714,              0.0008714,              0.0008714
                    173,                0.74826,                 1.4121,                0.76735,                 1.1004,                0.45427,                0.27304,                0.22902,                0.10265,                0.43073,                0.25423,                0.20893,                0.08714,                 1.9744,                 4.1788,                 3.3923,                 2.0454,              0.0008648,              0.0008648,              0.0008648
                    174,                0.78786,                 1.3171,                0.87765,                 1.1329,                  0.546,                0.26459,                0.26519,                0.12046,                0.51326,                0.24042,                0.21582,                0.09977,                 2.0779,                 4.4246,                  3.333,                 2.1629,              0.0008582,              0.0008582,              0.0008582
                    175,                0.81642,                  1.621,                0.85646,                 1.1378,                0.46547,                    0.3,                 0.2602,                0.12037,                0.43628,                   0.28,                0.22102,                0.10142,                 2.0867,                 4.3653,                 3.2912,                 2.1782,              0.0008516,              0.0008516,              0.0008516
                    176,                0.76243,                 1.5918,                0.80683,                 1.1384,                0.55355,                  0.252,                0.21702,                 0.1117,                0.51764,                  0.236,                0.19886,                0.09686,                 2.0532,                 4.1065,                 3.4584,                 2.1442,               0.000845,               0.000845,               0.000845
                    177,                0.77804,                 1.6661,                0.79389,                 1.1351,                0.39328,                   0.24,                0.19908,                0.10178,                0.36706,                  0.224,                0.16798,                 0.0856,                 2.0811,                 4.0386,                 3.6298,                 2.1825,              0.0008384,              0.0008384,              0.0008384
                    178,                0.75482,                 1.4999,                0.78637,                 1.1041,                0.43296,                  0.272,                0.21072,                0.10522,                0.41992,                  0.264,                0.18868,                0.09502,                 2.0109,                 3.9395,                 3.4807,                 2.1118,              0.0008318,              0.0008318,              0.0008318
                    179,                 0.7695,                 1.5039,                0.81691,                 1.0968,                0.39903,                  0.288,                0.21253,                0.11071,                0.38248,                   0.28,                0.19605,                0.10208,                 1.9753,                 3.8637,                 3.3633,                 2.0259,              0.0008252,              0.0008252,              0.0008252
                    180,                0.73561,                 1.3999,                0.76227,                 1.0974,                0.56072,                  0.204,                0.21329,                0.11501,                0.50471,                  0.216,                0.20294,                0.11031,                 1.9178,                 3.8392,                  3.091,                 1.9505,              0.0008186,              0.0008186,              0.0008186
                    181,                0.77915,                 1.5185,                0.85717,                 1.1273,                0.43812,                   0.24,                0.22097,                 0.1135,                0.39396,                  0.264,                0.21684,                0.11219,                 1.9232,                 3.7613,                 2.9097,                 1.9529,               0.000812,               0.000812,               0.000812
                    182,                0.83475,                 1.5997,                0.85311,                 1.1439,                 0.4281,                    0.2,                0.18098,                0.08595,                0.48842,                0.20241,                0.18855,                0.09445,                 2.0029,                 3.8785,                 3.3344,                 2.0514,              0.0008054,              0.0008054,              0.0008054
                    183,                 0.8013,                 1.5187,                0.90415,                 1.1167,                0.40592,                   0.18,                0.16041,                0.07812,                0.41808,                  0.184,                0.16882,                0.08283,                  2.042,                 4.0606,                 3.5385,                 2.1016,              0.0007988,              0.0007988,              0.0007988
                    184,                0.81253,                  1.566,                0.83276,                  1.117,                0.48316,                  0.224,                0.19555,                 0.0945,                0.52057,                  0.232,                0.19529,                0.09771,                 1.9969,                 4.0268,                 3.1733,                 2.0213,              0.0007922,              0.0007922,              0.0007922
                    185,                0.74544,                 1.5114,                0.80459,                  1.085,                0.38366,                  0.236,                0.19049,                 0.0987,                0.40434,                  0.248,                0.21066,                0.10687,                 1.9357,                 3.9716,                  3.128,                 1.9657,              0.0007856,              0.0007856,              0.0007856
                    186,                0.83489,                 1.5268,                0.85782,                 1.1876,                0.41497,                  0.264,                 0.2239,                0.10911,                0.44744,                  0.244,                0.22474,                0.11439,                 1.9128,                 3.8483,                 3.1228,                 1.9666,               0.000779,               0.000779,               0.000779
                    187,                0.79359,                 1.5308,                0.76795,                 1.1541,                 0.5239,                  0.256,                0.23503,                0.11172,                0.53966,                  0.244,                0.22486,                0.10953,                 1.9408,                 3.8558,                 3.1253,                 2.0076,              0.0007724,              0.0007724,              0.0007724
                    188,                0.74135,                 1.5223,                0.76463,                 1.0861,                0.48425,                0.27042,                0.22917,                0.11224,                0.55836,                  0.256,                0.24197,                0.11438,                 1.9479,                 4.0003,                 3.2633,                 2.0346,              0.0007658,              0.0007658,              0.0007658
                    189,                0.76219,                 1.5141,                0.78829,                 1.0934,                0.49274,                  0.272,                0.23411,                0.10876,                0.51749,                  0.256,                0.23519,                0.10911,                 1.9937,                 4.1745,                 3.5047,                 2.0333,              0.0007592,              0.0007592,              0.0007592
                    190,                0.74855,                 1.4494,                0.71998,                 1.0904,                0.48261,                  0.272,                0.24309,                0.11231,                0.46029,                  0.264,                0.23596,                0.10406,                 1.9525,                  4.297,                 3.5629,                 1.9843,              0.0007526,              0.0007526,              0.0007526
                    191,                0.76599,                 1.4597,                0.73827,                 1.0617,                0.49087,                  0.288,                0.25815,                0.12557,                0.48477,                 0.2785,                0.26068,                 0.1175,                 1.8774,                   4.29,                 3.4296,                 1.9421,               0.000746,               0.000746,               0.000746
                    192,                0.74407,                 1.4836,                 0.7939,                 1.0645,                0.43211,                   0.28,                0.25792,                0.12891,                0.53707,                  0.248,                0.25821,                0.11707,                 1.8287,                 4.0927,                 3.2225,                 1.9198,              0.0007394,              0.0007394,              0.0007394
                    193,                0.73955,                 1.5639,                0.78704,                 1.0919,                0.46667,                  0.288,                 0.2647,                0.12635,                0.45357,                  0.276,                0.24566,                0.11373,                 1.8954,                 4.0851,                 3.2951,                 1.9493,              0.0007328,              0.0007328,              0.0007328
                    194,                0.67776,                 1.3602,                0.69423,                 1.0514,                0.51548,                0.25534,                0.24022,                0.12004,                0.52069,                   0.24,                0.22131,                0.10426,                 1.9023,                 4.1146,                  3.223,                 1.9806,              0.0007262,              0.0007262,              0.0007262
                    195,                0.75399,                 1.5631,                0.77105,                  1.084,                0.42193,                   0.28,                 0.2364,                0.11374,                0.40436,                   0.26,                0.21172,                0.09734,                 1.8704,                 4.1171,                 3.3804,                 1.9498,              0.0007196,              0.0007196,              0.0007196
                    196,                0.72513,                 1.4166,                0.73228,                 1.0657,                0.37861,                    0.3,                0.23193,                0.11189,                0.44621,                   0.24,                0.20839,                0.10109,                  1.896,                 4.1271,                 3.3498,                 1.9667,               0.000713,               0.000713,               0.000713
                    197,                0.74472,                 1.4277,                 0.7686,                 1.1178,                0.48511,                   0.26,                 0.2381,                0.11859,                0.48028,                  0.248,                 0.2113,                0.10884,                 1.8481,                 4.0457,                 3.2344,                 1.9339,              0.0007064,              0.0007064,              0.0007064
                    198,                0.72858,                 1.4525,                0.76532,                 1.0683,                0.43518,                0.28045,                0.24709,                0.12005,                0.40012,                  0.268,                0.23131,                0.11567,                  1.908,                  3.998,                 3.2691,                 1.9692,              0.0006998,              0.0006998,              0.0006998
                    199,                0.73074,                 1.4988,                0.79875,                 1.0996,                0.43131,                0.27001,                0.23457,                0.11377,                0.41355,                  0.264,                0.22589,                0.10996,                 1.9113,                 4.0021,                 3.2884,                 1.9696,              0.0006932,              0.0006932,              0.0006932
                    200,                0.69108,                 1.4519,                0.71771,                 1.0958,                0.45386,                  0.272,                0.23274,                0.10709,                0.43462,                  0.252,                0.20738,                0.10522,                 1.9308,                 3.9144,                 3.2649,                 1.9748,              0.0006866,              0.0006866,              0.0006866
